"Txn Hash","Blockno","UnixTimestamp","Date Time (UTC)","Action","Amount (Out)","Token (Out)","Amount (In)","Token (In)","Swapped Rate","Swapped Pair","DEX"
"0x2a5448ebcbf3fda8c4793767b96713ab289c9bb4dfe58949e643215814759138","16730224",1677630683,2023-03-01 00:31:23,Buy,0.0418757644197873, ETH, 40.0618095248536, BONE,0.00104528,ETH per BONE,Uniswap V2
"0x323321496235c572a51fa90098511bc212389773fa4ce4462744e98256624729","16730224",1677630683,2023-03-01 00:31:23,Sell,30206.3327505187, DOGEK, 0.0127783011014917, ETH,0.00000042,ETH per DOGEK,Uniswap V2
"0x1d8ec969a0974524574934f3361e8c9fddbf280e2f014f661230f9e98f349e86","16730224",1677630683,2023-03-01 00:31:23,Sell,200, XFT, 0.276911570697022, ETH,0.00138456,ETH per XFT,SushiSwap
"0x0f8a999ac57e439da6d27a4d61eaa7ff9f38d5bed90dee8767c875389bbadfbd","16730224",1677630683,2023-03-01 00:31:23,Buy,1671.208782, USDC, 434.000485490752, MASK,3.85070717,USDC per MASK,SushiSwap
"0x72479132c791079016eac7979d8cd1cd15cd9ee0353f77fef9b86ba629af86b3","16730224",1677630683,2023-03-01 00:31:23,Sell,9100, SRLTY, 0.00457270865808977, ETH,0.00000050,ETH per SRLTY,Unknown
"0xacb947823d8ed5463357d78fdc2054adca3d0b461de80f0a11b8d48a44d3735c","16730224",1677630683,2023-03-01 00:31:23,Buy,1.55, ETH, 3528.387615399, :ZKT:,0.00043929,ETH per :ZKT:,Uniswap V2
"0x4f24cb03b75dbefee342ea19b33f1d0d42944e8accffcd6fc6b62510923e8276","16730224",1677630683,2023-03-01 00:31:23,Buy,10000, USDC, 148921.30010424, HEX,0.06714956,USDC per HEX,Uniswap V3
"0x5aa3ee1091cf634839df43e1a66b272b9cb2dd21359939faf904d6e465f20d4e","16730224",1677630683,2023-03-01 00:31:23,Sell,2164175.05, DOGEK, 0.8762669848388, ETH,0.00000040,ETH per DOGEK,Uniswap V2
"0xc83e0e6fc49be3e0fcaa527f2fdc0e5281bb671ab5731e6f22815a48fa1718ac","16730224",1677630683,2023-03-01 00:31:23,Sell,300, BONE, 0.311088062378652, ETH,0.00103696,ETH per BONE,Uniswap V2
"0xc83e0e6fc49be3e0fcaa527f2fdc0e5281bb671ab5731e6f22815a48fa1718ac","16730224",1677630683,2023-03-01 00:31:23,Buy,0.311088062378652, ETH, 521061.788996751, LOCKAI,0.00000060,ETH per LOCKAI,Uniswap V2
"0xd8eabb0ebd9d9a16e942841c285b1098d4f234d032121dcfb2d45748058af497","16730225",1677630695,2023-03-01 00:31:35,Buy,49900.310875, USDC, 31.0348439354849, ETH,1,607.88019359,USDC per ETH,Uniswap V3
"0x6f4f682d6030dd689940b0a4cf42f031a88e346d29bc3d4c9ea94923c0efb237","16730225",1677630695,2023-03-01 00:31:35,Buy,2777.682509, USDC, 716.998725503058, MASK,3.87404107,USDC per MASK,Uniswap V2
"0x3d555d3316b7f51e78a89301b3243d11461a79b5e1111f44c34bfb6a7622718c","16730225",1677630695,2023-03-01 00:31:35,Buy,2844.462091, USDC, 734.004146404613, MASK,3.87526706,USDC per MASK,SushiSwap
"0xaff81cec7112051a440851eadb9ec6fb4b62a31b706f6e205a993f0b57d88030","16730225",1677630695,2023-03-01 00:31:35,Buy,0.0914771941775114, ETH, 8679549.95759795, HOICHI,0.00000001,ETH per HOICHI,Uniswap V2
"0xaff81cec7112051a440851eadb9ec6fb4b62a31b706f6e205a993f0b57d88030","16730225",1677630695,2023-03-01 00:31:35,Sell,8592754.45802197, HOICHI, 0.0912736819661283, ETH,0.00000001,ETH per HOICHI,Uniswap V3
"0x0589bc4308a9a74ccd9b77423a0590ba84933de5c37f85f50a7d71aa4dfdfa8c","16730225",1677630695,2023-03-01 00:31:35,Sell,46413856.6626853, HOICHI, 0.448560918273476, ETH,0.00000001,ETH per HOICHI,Uniswap V3
"0x0589bc4308a9a74ccd9b77423a0590ba84933de5c37f85f50a7d71aa4dfdfa8c","16730225",1677630695,2023-03-01 00:31:35,Sell,0.448560918273476, ETH, 720.579423, USDC,1,606.42488823,USDC per ETH,Uniswap V3
"0x3bb2d71bce50cba0a9e4d38af1f9cde31f3f9174fd98b7be048a4e538bbeceb6","16730225",1677630695,2023-03-01 00:31:35,Sell,33534357.0956048, HOICHI, 0.350892654270891, ETH,0.00000001,ETH per HOICHI,Uniswap V2
"0x3bb2d71bce50cba0a9e4d38af1f9cde31f3f9174fd98b7be048a4e538bbeceb6","16730225",1677630695,2023-03-01 00:31:35,Buy,0.330469549851804, ETH, 34218731.730209, HOICHI,0.00000001,ETH per HOICHI,Uniswap V3
"0x988e86257a7da64a5cc1b8f2be22e6578f73c9fa29bd1842defe69d842ea6692","16730225",1677630695,2023-03-01 00:31:35,Buy,48363.09796, USDC, 30.0746676494082, ETH,1,608.10082837,USDC per ETH,Uniswap V3
"0xff725c31c6a3910d7b489ed50d773cd6b7de8b16ffdbaae3558348accc45c6c7","16730225",1677630695,2023-03-01 00:31:35,Sell,92.7942759418269, ILV, 4.37703807507096, ETH,0.04716927,ETH per ILV,SushiSwap
"0x83e0acd40e4740ad6508daa8b71b70e5c035206a7d45ac0493655ba2caf8ad82","16730225",1677630695,2023-03-01 00:31:35,Buy,82854.70835, USDC, 51.5173017172332, ETH,1,608.28897454,USDC per ETH,Uniswap V3
"0xd88e3c55fed3b290325c8a87f04b657d6d85275de61e0930362d65b7910b8b58","16730225",1677630695,2023-03-01 00:31:35,Buy,2600, USDT, 1.61681225552327, ETH,1,608.10260506,USDT per ETH,Uniswap V3
"0xd88e3c55fed3b290325c8a87f04b657d6d85275de61e0930362d65b7910b8b58","16730225",1677630695,2023-03-01 00:31:35,Buy,1.61681225552327, ETH, 50360.7939466518, Nvir,0.00003210,ETH per Nvir,Uniswap V3
"0x9020905ed10b812160dca83eed74d5c3b20b5b29fc3d1205589bb38172a8db21","16730225",1677630695,2023-03-01 00:31:35,Buy,0.5, ETH, 1250434.7244507, DOGEK,0.00000040,ETH per DOGEK,Uniswap V2
"0x685be0c047248f42cad0dda3c1d9f647365ae45ce1f9d7cb3690c1e0e5fe4bed","16730225",1677630695,2023-03-01 00:31:35,Buy,0.3, ETH, 171.583193201, AllIn,0.00174842,ETH per AllIn,Uniswap V2
"0x7234d6b462f8222a348baa95662022c64f1aa3715b7c95ac4a0bf7a142805048","16730225",1677630695,2023-03-01 00:31:35,Buy,0.0172314180383659, ETH, 16.5535585355494, BONE,0.00104095,ETH per BONE,Uniswap V2
"0xb6788777930bdf0e13b013946dc4dfa12fe003669f6e5eb192c4061a5baa5a2c","16730225",1677630695,2023-03-01 00:31:35,Buy,0.307703893542249, ETH, 1187643615.1727, ELON,0.00000000,ETH per ELON,Uniswap V2
"0x3667468533b607d1ce6e059b4f80055cbc18644f06f927baa2b4db40615933e2","16730225",1677630695,2023-03-01 00:31:35,Buy,0.0347705399702741, ETH, 108.25955187, AGIX,0.00032118,ETH per AGIX,Uniswap V2
"0x67ef10518113b07950e7379e61304b3e3f250fc52cbc6e146bf7bdc6bd0f52ad","16730225",1677630695,2023-03-01 00:31:35,Buy,0.947441362600992, ETH, 6682.904852, POWR,0.00014177,ETH per POWR,Uniswap V3
"0x205f1f8f8a3e279b3b1feb0bc6ba056cf55471df5414d73554c501d51677a20a","16730225",1677630695,2023-03-01 00:31:35,Buy,0.09, ETH, 218583.583883727, DOGEK,0.00000041,ETH per DOGEK,Uniswap V2
"0xbf552b86080b62956bb6e16ec5a535ca751b03ab4cf611df2e7fc2ed4f4a9259","16730225",1677630695,2023-03-01 00:31:35,Buy,8044.870659, USDC, 5.00119046923282, ETH,1,608.59113615,USDC per ETH,Uniswap V3
"0xb9549aa3b8d70d43a74943b5c102f4c6902c930198241404279a9303543fe28b","16730225",1677630695,2023-03-01 00:31:35,Sell,476911.89, sAI, 0.0312115561191484, ETH,0.00000007,ETH per sAI,Uniswap V2
"0xb9549aa3b8d70d43a74943b5c102f4c6902c930198241404279a9303543fe28b","16730225",1677630695,2023-03-01 00:31:35,Sell,6054356.90713447, sAI, 0.380277444409315, ETH,0.00000006,ETH per sAI,Uniswap V2
"0xb9549aa3b8d70d43a74943b5c102f4c6902c930198241404279a9303543fe28b","16730225",1677630695,2023-03-01 00:31:35,Sell,0.380277444409315, ETH, 608.299864, USDC,1,599.62120537,USDC per ETH,Uniswap V2
"0xf675261a747b8797d2ee11c349ca5ecf9fc451fc05c22276d31cb64ab9887caf","16730225",1677630695,2023-03-01 00:31:35,Buy,1.15913147010088, ETH, 338062656.070474, WAGMIGAMES,0.00000000,ETH per WAGMIGAMES,Uniswap V2
"0xfb51a52cfeca7182245dca44a939a62f612d766b34cefb4c7970843e8dabde0e","16730225",1677630695,2023-03-01 00:31:35,Buy,1, ETH, 159701.61652842, BAG,0.00000626,ETH per BAG,Uniswap V2
"0xe9335e73d0013a976804fedf811dbb4388dce07d88aef404e9f5d44491a635c9","16730225",1677630695,2023-03-01 00:31:35,Sell,15793.8040026643, HOP, 1.762517264871, ETH,0.00011160,ETH per HOP,Uniswap V3
"0xe9335e73d0013a976804fedf811dbb4388dce07d88aef404e9f5d44491a635c9","16730225",1677630695,2023-03-01 00:31:35,Buy,1.762517264871, ETH, 5418.61357816, AGIX,0.00032527,ETH per AGIX,Uniswap V3
"0x8222c4b9383edae4f5eb0965a1a9b23ac928a84e3d86c2ffe6c25f04990f4e56","16730225",1677630695,2023-03-01 00:31:35,Sell,47.258757192, AllIn, 0.0824573184684003, ETH,0.00174481,ETH per AllIn,Uniswap V2
"0xa5bef7c2ddc5120bb6662f008753d8a9d19610b0075af8c82567898e3fae83c4","16730226",1677630707,2023-03-01 00:31:47,Buy,3.10811062887842, ETH, 21817.494846, POWR,0.00014246,ETH per POWR,Uniswap V3
"0x56c9bd7ccf6ff871682b2593239866a46b19c42faa5e61660edcb43dcfef562f","16730226",1677630707,2023-03-01 00:31:47,Buy,0.005, ETH, 216525808.884528, FLOK,0.00000000,ETH per FLOK,Uniswap V2
"0x682dd40835bda302ec1cd64daaa6553e978850e59cc38b4ba299045e753fa096","16730226",1677630707,2023-03-01 00:31:47,Buy,0.1, ETH, 13498204.1404537, RUG,0.00000001,ETH per RUG,Uniswap V2
"0xbaadb5a3f7db59215ea48973f6fa173dda105503dbe9179df87e118c1cac7369","16730226",1677630707,2023-03-01 00:31:47,Buy,0.0209378822098936, ETH, 21055447.8369498, VOLT,0.00000000,ETH per VOLT,Uniswap V2
"0xbfdd25a08a883edd2f0fed5e33a5513a74b50855116be28d1301284561530031","16730226",1677630707,2023-03-01 00:31:47,Buy,0.03, ETH, 5096307.20396162, SLEUTH,0.00000001,ETH per SLEUTH,Uniswap V2
"0x58358531f69b1c8f2af375ed20c1998e8c450e846e502d025479facb73271cd6","16730226",1677630707,2023-03-01 00:31:47,Sell,0.173551397310728, ETH, 277.610997, USDC,1,599.58952392,USDC per ETH,Uniswap V2
"0x58358531f69b1c8f2af375ed20c1998e8c450e846e502d025479facb73271cd6","16730226",1677630707,2023-03-01 00:31:47,Buy,277.610997, USDC, 2871.213289984, TSUKA,0.09668770,USDC per TSUKA,Uniswap V2
"0xc1f1c291826864cb715bcf08bec47052fd20fd6a92e4236d7d1420778718bb54","16730226",1677630707,2023-03-01 00:31:47,Sell,488124.993549982, DOGEK, 0.198710061278853, ETH,0.00000041,ETH per DOGEK,Uniswap V2
"0xe4bae2aeef0710cc83a3a7fb500699765d41dce10830c668e489ac71268b4540","16730226",1677630707,2023-03-01 00:31:47,Sell,476999.573624712, DOGEK, 0.190477769102133, ETH,0.00000040,ETH per DOGEK,Uniswap V2
"0xc89cfedbe025718fc9cce7739380e5eeccb26777d3d8edf5180d5aac1d713dba","16730226",1677630707,2023-03-01 00:31:47,Sell,511576.747640163, DOGEK, 0.20033492596975, ETH,0.00000039,ETH per DOGEK,Uniswap V2
"0x8333e2e6471159adbae622a3149cba7960384265306d06d4c296cf54573dd1d2","16730226",1677630707,2023-03-01 00:31:47,Sell,499644.440184861, DOGEK, 0.191829163790862, ETH,0.00000038,ETH per DOGEK,Uniswap V2
"0xf9f86ea839ebdc54fae7459ef87598351fdc764ca38cd31388840eb192756aed","16730226",1677630707,2023-03-01 00:31:47,Sell,466250.408319359, DOGEK, 0.175688473093746, ETH,0.00000038,ETH per DOGEK,Uniswap V2
"0x785f5e0c10f9f5692ce13b3ec29cca939be3be985d4708e602694fd4f4da6932","16730226",1677630707,2023-03-01 00:31:47,Buy,0.4, ETH, 226.586599064, AllIn,0.00176533,ETH per AllIn,Uniswap V2
"0xec5dc4bda9dfe45ae0a7aea092af479a0ebc8f495a34a56013d396d7d5ad4e15","16730226",1677630707,2023-03-01 00:31:47,Swap,1361.16940870116, BADGER, 0.21643933, WBTC,0.00015901,WBTC per BADGER,Uniswap V3
"0x1370b332b00467387c010afead4550566c26cd5259ee3d8007a8e4c72729813f","16730226",1677630707,2023-03-01 00:31:47,Sell,6.22360628403545, ETH, 10000, USDC,1,606.78544619,USDC per ETH,Uniswap V3
"0x89ddd7db1e132dcd2fe6850b0f283e76db8e53e7709c0c516a44bd381f056d4b","16730226",1677630707,2023-03-01 00:31:47,Buy,0.1, ETH, 6670848.09217513, VTRON,0.00000001,ETH per VTRON,Uniswap V2
"0xdd8f2b59b4d4dea5e90df7f64ffbcdae6497c77318dcccac300f2d5afe87a337","16730226",1677630707,2023-03-01 00:31:47,Buy,0.0997, ETH, 264035.244178977, DOGEK,0.00000038,ETH per DOGEK,Uniswap V2
"0x11619492da752cb10b9ceb08daa111877e9dba774d50f9576eedd4f1034bd0f5","16730226",1677630707,2023-03-01 00:31:47,Buy,0.19, ETH, 495817.681251876, DOGEK,0.00000038,ETH per DOGEK,Uniswap V2
"0x3cf468d141521d1c6d78d55fe2478df9949364d920a52fb3e14bd5c52cf40509","16730226",1677630707,2023-03-01 00:31:47,Buy,0.0163077500961574, ETH, 703083004.520733, FLOK,0.00000000,ETH per FLOK,Uniswap V2
"0xe20c2066cbed890929fff1e3459115e0d760389967f3bc6825a493847a002c79","16730226",1677630707,2023-03-01 00:31:47,Sell,0.74684021516029, ETH, 1200, USDC,1,606.76939410,USDC per ETH,Uniswap V3
"0x6982860b2b3e37d9bbe5a9aeef50fd49dd10b453288f7283b27e3ba5017fce01","16730226",1677630707,2023-03-01 00:31:47,Sell,1345113.90364432, OFI, 0.667238185774415, ETH,0.00000050,ETH per OFI,Uniswap V2
"0x7f3a3786a915449740d1deec837e993cc997c8729ec91cf3c985c9717d0cc729","16730226",1677630707,2023-03-01 00:31:47,Sell,605008171.094955, EGGS, 1.46254633233184, ETH,0.00000000,ETH per EGGS,Uniswap V2
"0x1449fa41e81bd87e955e80599965636205c90eef67f45822926e87798b765198","16730226",1677630707,2023-03-01 00:31:47,Buy,0.11, ETH, 24.6439161357669, PawZ,0.00446358,ETH per PawZ,Uniswap V2
"0xf28d72772b35fb45c3b6938e61da7ba93753cfa87a98714221f18737077b0c5f","16730226",1677630707,2023-03-01 00:31:47,Buy,1034, USDT, 0.642976575304362, ETH,1,608.14567702,USDT per ETH,Uniswap V3
"0xad93a60499ba4d9fbc355cac459cc449abde1dfc98dc489fe6b8965953b1adf6","16730226",1677630707,2023-03-01 00:31:47,Sell,0.225, NETH, 0.104340016782373, ETH,0.46373341,ETH per NETH,Uniswap V3
"0xad93a60499ba4d9fbc355cac459cc449abde1dfc98dc489fe6b8965953b1adf6","16730226",1677630707,2023-03-01 00:31:47,Buy,0.104340016782373, ETH, 1547918.22944896, KKB,0.00000007,ETH per KKB,Uniswap V2
"0xbc61acdf708c4f4145cf9765d5a0d75666a202a3af0d2341c07344b0c7dcf21e","16730227",1677630719,2023-03-01 00:31:59,Sell,2.33075269, WBTC, 33.5978578374055, ETH,14.41502480,ETH per WBTC,Uniswap V3
"0xe8d9af6638af13004be2cc04f505aaf961e9cd7d222b2ad4f5aed81e262e7cb9","16730227",1677630719,2023-03-01 00:31:59,Buy,0.585361247390663, ETH, 49844.4710185, ATOR,0.00001174,ETH per ATOR,Uniswap V2
"0x35bd0d55caac256ca775cd144384fcbb9d6b4b0fdb50f673465b17636eb50fb1","16730227",1677630719,2023-03-01 00:31:59,Buy,0.99, ETH, 81828.9004960098, ATOR,0.00001210,ETH per ATOR,Uniswap V2
"0xdaf43561cb52223206a6292e473680cd351c11a65d8878ab2429c67c2878770d","16730227",1677630719,2023-03-01 00:31:59,Sell,16193.0023204005, ATOR, 0.197666481920206, ETH,0.00001221,ETH per ATOR,Uniswap V2
"0xdaf43561cb52223206a6292e473680cd351c11a65d8878ab2429c67c2878770d","16730227",1677630719,2023-03-01 00:31:59,Sell,49844.4710185, ATOR, 0.599399201968751, ETH,0.00001203,ETH per ATOR,Uniswap V2
"0xd2131b139425e470697e78e071626098e5e3bbba2a4cf96886657c3da762b062","16730227",1677630719,2023-03-01 00:31:59,Buy,0.25, ETH, 638077.68973908, DOGEK,0.00000039,ETH per DOGEK,Uniswap V2
"0x82ac91cc044d23d6f2ed2350e2fb07f4eaf122b2db5a6f080c2891176f30a700","16730227",1677630719,2023-03-01 00:31:59,Buy,54179.6875, USDC, 33.6843389960084, ETH,1,608.45333811,USDC per ETH,Uniswap V3
"0xc7509196406b5fff522f3f455e6632a2d2b18c4f2ccc90646ea6e1124c90653c","16730227",1677630719,2023-03-01 00:31:59,Sell,201.974938949, AllIn, 0.354706198683846, ETH,0.00175619,ETH per AllIn,Uniswap V2
"0x3f3ec6b4c8445a3beb1cfd0d9be5080e8547fd760e1208124834a7d7059c8fb8","16730227",1677630719,2023-03-01 00:31:59,Buy,0.05, ETH, 125708.971168975, DOGEK,0.00000040,ETH per DOGEK,Uniswap V2
"0x003cb08c919d572cc96d3430681f93ba0b383d56f0b1bba567db7fed7f776437","16730227",1677630719,2023-03-01 00:31:59,Buy,0.0559578934638503, ETH, 53.5724471282509, BONE,0.00104453,ETH per BONE,Unknown
"0x560b058a3d453ec539cd26ba40f1cf3e45217c466c0844fabdc829f1090271cd","16730227",1677630719,2023-03-01 00:31:59,Sell,1646618425.65, PAW, 0.0284617542231176, ETH,0.00000000,ETH per PAW,Uniswap V3
"0xeedd7324a155e85a8673045655bee4c81a9a3d288376ef9fe5daa096631d2ae4","16730227",1677630719,2023-03-01 00:31:59,Buy,0.07, ETH, 174945.796273353, DOGEK,0.00000040,ETH per DOGEK,Uniswap V2
"0x1c4fcfdec04ee21b6f563d19477c838c51b2fd0abeb8739cd2e1d92812f2163c","16730227",1677630719,2023-03-01 00:31:59,Buy,0.1501, ETH, 2118726.45591037, CHAPPIE,0.00000007,ETH per CHAPPIE,Uniswap V2
"0x0a499b7be95ab4a8bff5427c61a1c68cf025c8ed2c7e30ca4d7d2a672d50eb99","16730227",1677630719,2023-03-01 00:31:59,Sell,1911011.70191352, DEVAI, 0.0974996998740564, ETH,0.00000005,ETH per DEVAI,Uniswap V2
"0x0a499b7be95ab4a8bff5427c61a1c68cf025c8ed2c7e30ca4d7d2a672d50eb99","16730227",1677630719,2023-03-01 00:31:59,Sell,9600000, DEVAI, 0.474011175241957, ETH,0.00000005,ETH per DEVAI,Uniswap V2
"0x42599b2c3df0dbd3d4eb1c3160e7a2e7f3edd559b0ac62e78aa45c3b9679fdc3","16730227",1677630719,2023-03-01 00:31:59,Buy,0.03, ETH, 0.00207766, WBTC,14.43932116,ETH per WBTC,Uniswap V3
"0x42599b2c3df0dbd3d4eb1c3160e7a2e7f3edd559b0ac62e78aa45c3b9679fdc3","16730227",1677630719,2023-03-01 00:31:59,Sell,0.00207766, WBTC, 0.0299475323376148, ETH,14.41406791,ETH per WBTC,Uniswap V3
"0x42599b2c3df0dbd3d4eb1c3160e7a2e7f3edd559b0ac62e78aa45c3b9679fdc3","16730227",1677630719,2023-03-01 00:31:59,Buy,0.0299475323376148, ETH, 16732.791795245, DBUY,0.00000179,ETH per DBUY,Uniswap V2
"0x021339ef4cbaf8c121e80c2badb0f0c4d88c7e7d451e3b037133539dfef88556","16730227",1677630719,2023-03-01 00:31:59,Sell,4796.97192636125, GAI, 0.430939539345514, ETH,0.00008984,ETH per GAI,Uniswap V2
"0x021339ef4cbaf8c121e80c2badb0f0c4d88c7e7d451e3b037133539dfef88556","16730227",1677630719,2023-03-01 00:31:59,Sell,950, GAI, 0.0849005564373149, ETH,0.00008937,ETH per GAI,Uniswap V2
"0x038639e2dd14b8a38f09fa37b51f3334064e11ff0b6e0fd9f8dae2f4a2327040","16730227",1677630719,2023-03-01 00:31:59,Sell,557947.684736677, RUG, 0.00422805813606758, ETH,0.00000001,ETH per RUG,Uniswap V2
"0x038639e2dd14b8a38f09fa37b51f3334064e11ff0b6e0fd9f8dae2f4a2327040","16730227",1677630719,2023-03-01 00:31:59,Sell,8642700, RUG, 0.064174548786632, ETH,0.00000001,ETH per RUG,Uniswap V2
"0x3486346ac26a2031f644584a2ac6e2972ffbe382e6f9603cffc40855eb94a01e","16730227",1677630719,2023-03-01 00:31:59,Buy,337.051351, USDT, 653.01264836, AGIX,0.51614827,USDT per AGIX,Uniswap V2
"0x1248582088de7822067945cb62c18a594d0433c7f243113b5f998714230169bc","16730227",1677630719,2023-03-01 00:31:59,Sell,3917713272790.51, SAITAMA, 0.087741194390229, ETH,0.00000000,ETH per SAITAMA,Unknown
"0x1248582088de7822067945cb62c18a594d0433c7f243113b5f998714230169bc","16730227",1677630719,2023-03-01 00:31:59,Buy,0.087741194390229, ETH, 11698610.570295, SHIB,0.00000001,ETH per SHIB,Uniswap V2
"0x175994a8728da048e34e8d0208301cd2c98d75fab49035d0162020bf57b1ff6a","16730228",1677630731,2023-03-01 00:32:11,Buy,230691.530864, USDC, 143.388030183788, ETH,1,608.86184550,USDC per ETH,Uniswap V3
"0xa6ee99d3d018c7dfec1bb6ee6dd8e0d3914143d6ea732e869bc6f3e2914e0d73","16730228",1677630731,2023-03-01 00:32:11,Buy,43821.632105, USDT, 27.2407842321119, ETH,1,608.67733218,USDT per ETH,Uniswap V3
"0x534c51d80a644872fa8dd6574746790c5ab9b520c538aa6c74f64a507bf6590c","16730228",1677630731,2023-03-01 00:32:11,Sell,1.85359068, WBTC, 26.7163980559446, ETH,14.41332131,ETH per WBTC,Uniswap V3
"0x919bfc0329d77e778f909859ef8d82578e7538ba84ca4d60fae5ecb50b1ed98e","16730228",1677630731,2023-03-01 00:32:11,Sell,142899.132, RCN, 0.212094969733021, ETH,0.00000148,ETH per RCN,Uniswap V2
"0xa62b2cc95703d022c3507eb683e47432a606c192f4a3ecb42eb5eca9ea17e81c","16730228",1677630731,2023-03-01 00:32:11,Buy,0.1, ETH, 247827.142276618, DOGEK,0.00000040,ETH per DOGEK,Uniswap V2
"0x2abad9285d51bb5b089c53ba18fd9114f5307f27318736f40f63551d68a03c44","16730228",1677630731,2023-03-01 00:32:11,Buy,0.1, ETH, 13248867.0376265, RUG,0.00000001,ETH per RUG,Uniswap V2
"0xf4c5520ca481fc7ee082c5c1393a8c3b3c401dc4913b85ba31f7199aa513b4ca","16730228",1677630731,2023-03-01 00:32:11,Sell,640.06948553, AGIX, 0.204176602450221, ETH,0.00031899,ETH per AGIX,Uniswap V3
"0xf74863b2d4bef254bb31011a11e5a9e6bccc072a60ac986fbd475f7c026019e2","16730228",1677630731,2023-03-01 00:32:11,Buy,0.00615407787084497, ETH, 348977671.719571, PAW,0.00000000,ETH per PAW,Uniswap V3
"0x8954bef4cb9b677402cb409f486a5b8e46c0c8db8ae5a869cec893a61ff2d5cb","16730228",1677630731,2023-03-01 00:32:11,Sell,2850000, DOGEK, 1.08708217666104, ETH,0.00000038,ETH per DOGEK,Uniswap V2
"0x9ec85b673005675b60d569d95c6b95920016094a2719824b492461301351e04a","16730228",1677630731,2023-03-01 00:32:11,Sell,9.33178016595792, ETH, 15000, USDT,1,607.41034757,USDT per ETH,Uniswap V3
"0xbf384a8f4c405272f55e7ec868926b5508074a699ef59260a3fffdcbed967bb3","16730228",1677630731,2023-03-01 00:32:11,Sell,5611994.11756914, BasedAI, 0.216371423016874, ETH,0.00000004,ETH per BasedAI,Uniswap V2
"0x14e33d4e310b77366389edf89c6f06d3ff1803893d4a76c56e4d2ece1c5f55e9","16730228",1677630731,2023-03-01 00:32:11,Swap,381.266963728008, BADGER, 0.06070649, WBTC,0.00015922,WBTC per BADGER,Uniswap V2
"0x59f8563235a7238b40730a91a933368a8d459c91b4fc166d3f1d7f018938584c","16730228",1677630731,2023-03-01 00:32:11,Buy,0.01961379, ETH, 39600.205484633, OFI,0.00000050,ETH per OFI,Uniswap V2
"0xa764b6a79b779ba47abb0ac84f60c6d76a4d8d766fbd892d788b1055fa03d8df","16730228",1677630731,2023-03-01 00:32:11,Buy,2000, USDC, 1.24285699366553, ETH,1,609.19559547,USDC per ETH,Uniswap V3
"0x594fc50e935bda802a42093fa98a0bc2d6960bf7f9fa5b826511df400cab7adb","16730228",1677630731,2023-03-01 00:32:11,Buy,80.25619, USDC, 16, APE,5.01601188,USDC per APE,Uniswap V3
"0xa1964c5c73e24e1fb9f7db247fe5b3f123a59e32deee6527dfc2f89eb674c72d","16730228",1677630731,2023-03-01 00:32:11,Buy,2, ETH, 24485.4832047646, $MNB,0.00008168,ETH per $MNB,Uniswap V3
"0x71f19d9f330c920f5d2fb20b090579ad81f60ef63c9adb1bbb09dfdecec5420d","16730228",1677630731,2023-03-01 00:32:11,Sell,0.148735458445726, UNCX, 0.0424007646939911, ETH,0.28507503,ETH per UNCX,Uniswap V3
"0x3ff1490fa3274a2151d5dfdfdab13b76b9fbf00a4dbf12ead2ec8fa1af5b9495","16730228",1677630731,2023-03-01 00:32:11,Buy,0.06, ETH, 133.528330389, :ZKT:,0.00044934,ETH per :ZKT:,Uniswap V2
"0xd06ba900bb44a6a4199900154e0d8ea80ee0ca15029545f8e56d74b731f0203f","16730228",1677630731,2023-03-01 00:32:11,Sell,253.852793926394, AVT, 0.18465938448008, ETH,0.00072743,ETH per AVT,Uniswap V3
"0x072aab61f55203ffab4fb89648caaf1e3d3c7d7778e8be2337c156ccb9b8b557","16730228",1677630731,2023-03-01 00:32:11,Buy,0.5, ETH, 1342237.17891894, DOGEK,0.00000037,ETH per DOGEK,Uniswap V2
"0xe2b2b2813e44561ad673059f86d02b19d59bde6ad97c3a22faeaac63a3e9f480","16730228",1677630731,2023-03-01 00:32:11,Buy,0.098, ETH, 24291405.4994636, MPG,0.00000000,ETH per MPG,Uniswap V2
"0x78f77daa072120faaf3f61e95c59945a8a15032187e55c461659d4d8f041b59d","16730228",1677630731,2023-03-01 00:32:11,Buy,0.017, ETH, 105418.788412221, DOKE,0.00000016,ETH per DOKE,Uniswap V2
"0xd20768aaa90a47fe40c4e9b3b180e2ba75c38faaeedba2ae9f09dcb25265490a","16730228",1677630731,2023-03-01 00:32:11,Sell,721.963961034322, $MNB, 0.0597543280915523, ETH,0.00008277,ETH per $MNB,Uniswap V3
"0x57be8c96a2da5f6f3486ea0b318ea2b410cb43d680b236b9ed94ccdc17825a6d","16730228",1677630731,2023-03-01 00:32:11,Sell,26.1258004431641, ORAI, 0.0994519754134256, ETH,0.00380666,ETH per ORAI,Uniswap V2
"0x424b60a4ed0b7b6f5f8295407cb8dc9a43f79793921c2cb6ceb92ba7ef1c4131","16730229",1677630743,2023-03-01 00:32:23,Buy,434570.3125, USDC, 269.949371620889, ETH,1,609.82153761,USDC per ETH,Uniswap V3
"0xad51aee260b2b6794aea437ecd105f41add224d694d1ad4e91fcfb2899614161","16730229",1677630743,2023-03-01 00:32:23,Buy,144531.25, USDC, 89.7600114963981, ETH,1,610.19642924,USDC per ETH,Uniswap V3
